iteration,score
335,5495.921348314607
336,5495.921348314607
337,5495.921348314607
338,5495.921348314607
339,5495.921348314607
340,5495.921348314607
341,5495.921348314607
342,5495.921348314607
343,5495.921348314607
344,5495.921348314607
345,5495.921348314607
346,5495.921348314607
347,5495.921348314607
348,5495.921348314607
349,5495.921348314607
350,5495.921348314607
351,5495.921348314607
352,5458.2808988764045
353,5489.921348314607
354,5489.921348314607
355,5489.921348314607
356,5517.921348314607
357,5517.921348314607
358,5517.921348314607
359,5517.921348314607
360,5517.921348314607
361,5517.921348314607
362,5517.921348314607
363,5517.921348314607
364,5517.921348314607
365,5517.921348314607
366,5517.921348314607
367,5517.921348314607
368,5517.921348314607
369,5517.921348314607
370,5517.921348314607
371,5517.921348314607
372,5517.921348314607
373,5517.921348314607
374,5517.921348314607
375,5517.921348314607
376,5517.921348314607
377,5517.921348314607
378,5517.921348314607
379,5517.921348314607
380,5517.921348314607
381,5517.921348314607
382,5517.921348314607
383,5517.921348314607
384,5517.921348314607
385,5517.921348314607
386,5517.921348314607
387,5517.921348314607
388,5517.921348314607
389,5517.921348314607
390,5517.921348314607
391,5517.921348314607
392,5517.921348314607
393,5517.921348314607
394,5517.921348314607
395,5517.921348314607
396,5475.921348314607
397,5475.921348314607
398,5475.921348314607
399,5475.921348314607
400,5475.921348314607
401,5475.921348314607
402,5475.921348314607
403,5475.921348314607
404,5475.921348314607
405,5475.921348314607
406,5475.921348314607
407,5475.921348314607
408,5494.921348314607
409,5428.921348314607
410,5428.921348314607
411,5428.921348314607
412,5428.921348314607
413,5428.921348314607
414,5428.921348314607
415,5428.921348314607
416,5428.921348314607
417,5428.921348314607
418,5428.921348314607
419,5428.921348314607
420,5428.921348314607
421,5428.921348314607
422,5428.921348314607
423,5428.921348314607
424,5428.921348314607
425,5428.921348314607
426,5428.921348314607
427,5428.921348314607
428,5428.921348314607
429,5428.921348314607
430,5358.561797752809
431,5358.561797752809
432,5358.561797752809
433,5358.561797752809
434,5393.921348314607
435,5393.921348314607
436,5393.921348314607
437,5393.921348314607
438,5393.921348314607
439,5393.921348314607
440,5393.921348314607
441,5393.921348314607
442,5393.921348314607
443,5393.921348314607
444,5393.921348314607
445,5393.921348314607
446,5393.921348314607
447,5393.921348314607
448,5393.921348314607
449,5393.921348314607
450,5393.921348314607
451,5393.921348314607
452,5393.921348314607
453,5393.921348314607
454,5393.921348314607
455,5345.561797752809
456,5345.561797752809
457,5345.561797752809
458,5345.561797752809
459,5345.561797752809
460,5345.561797752809
461,5345.561797752809
462,5345.561797752809
463,5345.561797752809
464,5345.561797752809
465,5345.561797752809
466,5345.561797752809
467,5348.921348314607
468,5348.921348314607
469,5348.921348314607
470,5348.921348314607
471,5348.921348314607
472,5348.921348314607
473,5348.921348314607
474,5348.921348314607
475,5348.921348314607
476,5348.921348314607
477,5348.921348314607
478,5348.921348314607
479,5348.921348314607
480,5348.921348314607
481,5348.921348314607
482,5348.921348314607
483,5348.921348314607
484,5348.921348314607
485,5348.921348314607
486,5334.2808988764045
487,5334.2808988764045
488,5334.2808988764045
489,5334.2808988764045
490,5416.2808988764045
491,5397.2808988764045
492,5397.2808988764045
493,5397.2808988764045
494,5397.2808988764045
495,5397.2808988764045
496,5397.2808988764045
497,5397.2808988764045
498,5397.2808988764045
499,5397.2808988764045
500,5397.2808988764045
501,5397.2808988764045
502,5416.2808988764045
503,5416.2808988764045
504,5416.2808988764045
505,5416.2808988764045
506,5416.2808988764045
507,5416.2808988764045
508,5416.2808988764045
509,5416.2808988764045
510,5416.2808988764045
511,5416.2808988764045
512,5416.2808988764045
513,5416.2808988764045
514,5416.2808988764045
515,5416.2808988764045
516,5416.2808988764045
517,5416.2808988764045
518,5416.2808988764045
519,5416.2808988764045
520,5416.2808988764045
521,5416.2808988764045
522,5416.2808988764045
523,5416.2808988764045
524,5416.2808988764045
525,5416.2808988764045
526,5416.2808988764045
527,5390.2808988764045
528,5390.2808988764045
529,5390.2808988764045
530,5390.2808988764045
531,5390.2808988764045
532,5390.2808988764045
533,5390.2808988764045
534,5390.2808988764045
535,5390.2808988764045
536,5390.2808988764045
537,5390.2808988764045
538,5390.2808988764045
539,5448.2808988764045
540,5448.2808988764045
541,5448.2808988764045
542,5448.2808988764045
543,5448.2808988764045
544,5448.2808988764045
545,5448.2808988764045
546,5448.2808988764045
547,5448.2808988764045
548,5448.2808988764045
549,5448.2808988764045
550,5448.2808988764045
551,5448.2808988764045
552,5448.2808988764045
553,5448.2808988764045
554,5448.2808988764045
555,5461.2808988764045
556,5461.2808988764045
557,5461.2808988764045
558,5461.2808988764045
559,5461.2808988764045
560,5461.2808988764045
561,5461.2808988764045
562,5461.2808988764045
563,5461.2808988764045
564,5461.2808988764045
565,5461.2808988764045
566,5461.2808988764045
567,5461.2808988764045
568,5461.2808988764045
569,5461.2808988764045
570,5502.2808988764045
571,5502.2808988764045
572,5502.2808988764045
573,5502.2808988764045
574,5502.2808988764045
575,5502.2808988764045
576,5502.2808988764045
577,5502.2808988764045
578,5502.2808988764045
579,5502.2808988764045
580,5502.2808988764045
581,5502.2808988764045
582,5502.2808988764045
583,5502.2808988764045
584,5502.2808988764045
585,5502.2808988764045
586,5502.2808988764045
587,5419.2808988764045
588,5419.2808988764045
589,5419.2808988764045
590,5419.2808988764045
591,5419.2808988764045
592,5419.2808988764045
593,5419.2808988764045
594,5419.2808988764045
595,5419.2808988764045
596,5419.2808988764045
597,5419.2808988764045
598,5419.2808988764045
599,5419.2808988764045
600,5419.2808988764045
601,5419.2808988764045
602,5419.2808988764045
603,5419.2808988764045
604,5419.2808988764045
605,5419.2808988764045
606,5419.2808988764045
607,5419.2808988764045
608,5419.2808988764045
609,5419.2808988764045
610,5419.2808988764045
611,5419.2808988764045
612,5419.2808988764045
613,5419.2808988764045
614,5419.2808988764045
615,5419.2808988764045
616,5419.2808988764045
617,5419.2808988764045
618,5419.2808988764045
619,5419.2808988764045
620,5419.2808988764045
621,5419.2808988764045
622,5419.2808988764045
623,5419.2808988764045
624,5419.2808988764045
625,5419.2808988764045
626,5419.2808988764045
627,5419.2808988764045
628,5419.2808988764045
629,5421.2808988764045
630,5421.2808988764045
631,5421.2808988764045
632,5421.2808988764045
633,5421.2808988764045
634,5421.2808988764045
635,5421.2808988764045
636,5421.2808988764045
637,5416.2808988764045
638,5416.2808988764045
639,5416.2808988764045
640,5416.2808988764045
641,5416.2808988764045
642,5416.2808988764045
643,5416.2808988764045
644,5416.2808988764045
645,5416.2808988764045
646,5430.921348314607
647,5430.921348314607
648,5430.921348314607
649,5430.921348314607
650,5430.921348314607
651,5430.921348314607
652,5430.921348314607
653,5430.921348314607
654,5430.921348314607
655,5430.921348314607
656,5430.921348314607
657,5430.921348314607
658,5430.921348314607
659,5430.921348314607
660,5430.921348314607
661,5430.921348314607
662,5430.921348314607
663,5430.921348314607
664,5430.921348314607
665,5430.921348314607
666,5430.921348314607
667,5430.921348314607
668,5430.921348314607
669,5430.921348314607
670,5430.921348314607
671,5430.921348314607
672,5430.921348314607
673,5430.921348314607
674,5430.921348314607
675,5430.921348314607
676,5430.921348314607
677,5430.921348314607
678,5430.921348314607
679,5430.921348314607
680,5430.921348314607
681,5466.921348314607
682,5466.921348314607
683,5466.921348314607
684,5466.921348314607
685,5486.921348314607
686,5486.921348314607
687,5486.921348314607
688,5486.921348314607
689,5486.921348314607
690,5486.921348314607
691,5486.921348314607
692,5486.921348314607
693,5486.921348314607
694,5486.921348314607
695,5486.921348314607
696,5486.921348314607
697,5508.921348314607
698,5508.921348314607
699,5508.921348314607
700,5508.921348314607
701,5508.921348314607
702,5508.921348314607
703,5508.921348314607
704,5508.921348314607
705,5508.921348314607
706,5508.921348314607
707,5508.921348314607
708,5508.921348314607
709,5508.921348314607
710,5508.921348314607
711,5461.921348314607
712,5461.921348314607
713,5461.921348314607
714,5461.921348314607
715,5461.921348314607
716,5461.921348314607
717,5461.921348314607
718,5461.921348314607
719,5461.921348314607
720,5461.921348314607
721,5461.921348314607
722,5461.921348314607
723,5461.921348314607
724,5461.921348314607
725,5461.921348314607
726,5461.921348314607
727,5461.921348314607
728,5461.921348314607
729,5461.921348314607
730,5461.921348314607
731,5461.921348314607
732,5461.921348314607
733,5461.921348314607
734,5461.921348314607
735,5461.921348314607
736,5461.921348314607
737,5461.921348314607
738,5461.921348314607
739,5461.921348314607
740,5461.921348314607
741,5461.921348314607
742,5461.921348314607
743,5461.921348314607
744,5461.921348314607
745,5461.921348314607
746,5461.921348314607
747,5461.921348314607
748,5461.921348314607
749,5461.921348314607
750,5461.921348314607
751,5461.921348314607
752,5461.921348314607
753,5461.921348314607
754,5461.921348314607
755,5461.921348314607
756,5461.921348314607
757,5461.921348314607
758,5461.921348314607
759,5461.921348314607
760,5461.921348314607
761,5461.921348314607
762,5461.921348314607
763,5461.921348314607
764,5461.921348314607
765,5461.921348314607
766,5461.921348314607
767,5461.921348314607
768,5461.921348314607
769,5461.921348314607
770,5461.921348314607
771,5461.921348314607
772,5461.921348314607
773,5461.921348314607
774,5461.921348314607
775,5461.921348314607
776,5461.921348314607
777,5461.921348314607
778,5461.921348314607
779,5461.921348314607
780,5461.921348314607
781,5461.921348314607
782,5461.921348314607
783,5461.921348314607
784,5461.921348314607
785,5461.921348314607
786,5461.921348314607
787,5461.921348314607
788,5461.921348314607
789,5461.921348314607
790,5461.921348314607
791,5461.921348314607
792,5461.921348314607
793,5461.921348314607
794,5461.921348314607
795,5461.921348314607
796,5461.921348314607
797,5461.921348314607
798,5461.921348314607
799,5453.921348314607
800,5453.921348314607
801,5453.921348314607
802,5453.921348314607
803,5453.921348314607
804,5453.921348314607
805,5453.921348314607
806,5453.921348314607
807,5453.921348314607
808,5453.921348314607
809,5453.921348314607
810,5453.921348314607
811,5453.921348314607
812,5453.921348314607
813,5453.921348314607
814,5453.921348314607
815,5453.921348314607
816,5549.2808988764045
817,5549.2808988764045
818,5549.2808988764045
819,5549.2808988764045
820,5549.2808988764045
821,5549.2808988764045
822,5549.2808988764045
823,5549.2808988764045
824,5549.2808988764045
825,5549.2808988764045
826,5549.2808988764045
827,5549.2808988764045
828,5549.2808988764045
829,5549.2808988764045
830,5549.2808988764045
831,5549.2808988764045
832,5549.2808988764045
833,5549.2808988764045
834,5549.2808988764045
835,5549.2808988764045
836,5549.2808988764045
837,5549.2808988764045
838,5549.2808988764045
839,5549.2808988764045
840,5549.2808988764045
841,5549.2808988764045
842,5549.2808988764045
843,5549.2808988764045
844,5549.2808988764045
845,5549.2808988764045
846,5549.2808988764045
847,5549.2808988764045
848,5549.2808988764045
849,5549.2808988764045
850,5549.2808988764045
851,5549.2808988764045
852,5549.2808988764045
853,5549.2808988764045
854,5555.921348314607
855,5555.921348314607
856,5555.921348314607
857,5555.921348314607
858,5562.921348314607
859,5562.921348314607
860,5562.921348314607
861,5562.921348314607
862,5562.921348314607
863,5550.921348314607
864,5550.921348314607
865,5550.921348314607
866,5550.921348314607
867,5550.921348314607
868,5550.921348314607
869,5550.921348314607
870,5550.921348314607
871,5550.921348314607
872,5550.921348314607
873,5550.921348314607
874,5550.921348314607
875,5550.921348314607
876,5550.921348314607
877,5550.921348314607
878,5550.921348314607
879,5550.921348314607
880,5550.921348314607
881,5550.921348314607
882,5550.921348314607
883,5550.921348314607
884,5550.921348314607
885,5550.921348314607
886,5550.921348314607
887,5550.921348314607
888,5550.921348314607
889,5550.921348314607
890,5550.921348314607
891,5550.921348314607
892,5550.921348314607
893,5550.921348314607
894,5550.921348314607
895,5550.921348314607
896,5550.921348314607
897,5550.921348314607
898,5550.921348314607
899,5550.921348314607
900,5550.921348314607
901,5550.921348314607
902,5550.921348314607
903,5550.921348314607
904,5565.921348314607
905,5565.921348314607
906,5565.921348314607
907,5565.921348314607
908,5565.921348314607
909,5565.921348314607
910,5565.921348314607
911,5565.921348314607
912,5565.921348314607
913,5565.921348314607
914,5565.921348314607
915,5565.921348314607
916,5565.921348314607
917,5565.921348314607
918,5565.921348314607
919,5565.921348314607
920,5565.921348314607
921,5565.921348314607
922,5565.921348314607
923,5565.921348314607
924,5565.921348314607
925,5565.921348314607
926,5619.2808988764045
927,5619.2808988764045
928,5619.2808988764045
929,5619.2808988764045
930,5619.2808988764045
931,5619.2808988764045
932,5619.2808988764045
933,5619.2808988764045
934,5619.2808988764045
935,5619.2808988764045
936,5619.2808988764045
937,5619.2808988764045
938,5619.2808988764045
939,5619.2808988764045
940,5619.2808988764045
941,5619.2808988764045
942,5619.2808988764045
943,5619.2808988764045
944,5619.2808988764045
945,5619.2808988764045
946,5619.2808988764045
947,5619.2808988764045
948,5619.2808988764045
949,5619.2808988764045
950,5619.2808988764045
951,5619.2808988764045
952,5619.2808988764045
953,5619.2808988764045
954,5619.2808988764045
955,5619.2808988764045
956,5619.2808988764045
957,5619.2808988764045
958,5619.2808988764045
959,5619.2808988764045
960,5619.2808988764045
961,5619.2808988764045
962,5621.2808988764045
963,5621.2808988764045
964,5621.2808988764045
965,5621.2808988764045
966,5621.2808988764045
967,5621.2808988764045
968,5621.2808988764045
969,5621.2808988764045
970,5621.2808988764045
971,5621.2808988764045
972,5621.2808988764045
973,5621.2808988764045
974,5621.2808988764045
975,5621.2808988764045
976,5621.2808988764045
977,5621.2808988764045
978,5621.2808988764045
979,5621.2808988764045
980,5621.2808988764045
981,5621.2808988764045
982,5621.2808988764045
983,5621.2808988764045
984,5621.2808988764045
985,5621.2808988764045
986,5621.2808988764045
987,5621.2808988764045
988,5621.2808988764045
989,5621.2808988764045
990,5621.2808988764045
991,5621.2808988764045
992,5606.2808988764045
993,5608.921348314607
994,5608.921348314607
995,5608.921348314607
996,5608.921348314607
997,5608.921348314607
998,5608.921348314607
999,5608.921348314607
1000,5548.561797752809
1001,5564.921348314607
1002,5564.921348314607
1003,5564.921348314607
1004,5564.921348314607
1005,5564.921348314607
1006,5564.921348314607
1007,5564.921348314607
1008,5564.921348314607
1009,5564.921348314607
1010,5564.921348314607
1011,5564.921348314607
1012,5564.921348314607
1013,5564.921348314607
1014,5564.921348314607
1015,5564.921348314607
1016,5564.921348314607
1017,5564.921348314607
1018,5564.921348314607
1019,5564.921348314607
1020,5564.921348314607
1021,5646.640449438202
1022,5646.640449438202
1023,5646.640449438202
1024,5646.640449438202
1025,5646.640449438202
1026,5646.640449438202
1027,5646.640449438202
1028,5646.640449438202
1029,5646.640449438202
1030,5646.640449438202
1031,5646.640449438202
1032,5646.640449438202
1033,5646.640449438202
1034,5646.640449438202
1035,5646.640449438202
1036,5646.640449438202
1037,5646.640449438202
1038,5646.640449438202
1039,5646.640449438202
1040,5646.640449438202
1041,5646.640449438202
1042,5646.640449438202
1043,5646.640449438202
1044,5646.640449438202
1045,5646.640449438202
1046,5646.640449438202
1047,5646.640449438202
1048,5646.640449438202
1049,5646.640449438202
1050,5646.640449438202
1051,5646.640449438202
1052,5646.640449438202
1053,5646.640449438202
1054,5646.640449438202
1055,5646.640449438202
1056,5646.640449438202
1057,5646.640449438202
1058,5646.640449438202
1059,5646.640449438202
1060,5646.640449438202
1061,5646.640449438202
1062,5646.640449438202
1063,5646.640449438202
1064,5646.640449438202
1065,5646.640449438202
1066,5646.640449438202
1067,5646.640449438202
1068,5646.640449438202
1069,5646.640449438202
1070,5646.640449438202
1071,5646.640449438202
1072,5646.640449438202
1073,5646.640449438202
1074,5646.640449438202
1075,5646.640449438202
1076,5646.640449438202
1077,5646.640449438202
1078,5623.640449438202
1079,5623.640449438202
1080,5623.640449438202
1081,5623.640449438202
1082,5623.640449438202
1083,5623.640449438202
1084,5623.640449438202
1085,5623.640449438202
1086,5623.640449438202
1087,5623.640449438202
1088,5623.640449438202
1089,5623.640449438202
1090,5623.640449438202
1091,5623.640449438202
1092,5623.640449438202
1093,5623.640449438202
1094,5623.640449438202
1095,5623.640449438202
1096,5623.640449438202
1097,5623.640449438202
1098,5623.640449438202
1099,5623.640449438202
1100,5623.640449438202
1101,5623.640449438202
1102,5623.640449438202
1103,5623.640449438202
1104,5623.640449438202
1105,5623.640449438202
1106,5658.0
1107,5658.0
1108,5658.0
1109,5658.0
1110,5658.0
1111,5658.0
1112,5658.0
1113,5658.0
1114,5658.0
1115,5658.0
1116,5658.0
1117,5658.0
1118,5658.0
1119,5658.0
1120,5658.0
1121,5658.0
1122,5658.0
1123,5658.0
1124,5581.640449438202
1125,5581.640449438202
1126,5581.640449438202
1127,5581.640449438202
1128,5581.640449438202
1129,5581.640449438202
1130,5581.640449438202
1131,5581.640449438202
1132,5581.640449438202
1133,5581.640449438202
1134,5581.640449438202
1135,5581.640449438202
1136,5581.640449438202
1137,5581.640449438202
1138,5581.640449438202
1139,5581.640449438202
1140,5553.640449438202
1141,5553.640449438202
1142,5630.640449438202
1143,5630.640449438202
1144,5630.640449438202
1145,5630.640449438202
1146,5630.640449438202
1147,5630.640449438202
1148,5630.640449438202
1149,5630.640449438202
1150,5630.640449438202
1151,5630.640449438202
1152,5630.640449438202
1153,5630.640449438202
1154,5630.640449438202
1155,5630.640449438202
1156,5630.640449438202
1157,5630.640449438202
1158,5630.640449438202
1159,5630.640449438202
1160,5630.640449438202
1161,5630.640449438202
1162,5630.640449438202
1163,5630.640449438202
1164,5630.640449438202
1165,5630.640449438202
1166,5630.640449438202
1167,5630.640449438202
1168,5630.640449438202
1169,5630.640449438202
1170,5630.640449438202
1171,5630.640449438202
1172,5630.640449438202
1173,5630.640449438202
1174,5598.2808988764045
1175,5598.2808988764045
1176,5598.2808988764045
1177,5598.2808988764045
1178,5598.2808988764045
1179,5598.2808988764045
1180,5598.2808988764045
1181,5598.2808988764045
1182,5598.2808988764045
1183,5598.2808988764045
1184,5598.2808988764045
1185,5598.2808988764045
1186,5598.2808988764045
1187,5598.2808988764045
1188,5598.2808988764045
1189,5598.2808988764045
1190,5598.2808988764045
1191,5598.2808988764045
1192,5598.2808988764045
1193,5598.2808988764045
1194,5598.2808988764045
1195,5598.2808988764045
1196,5598.2808988764045
1197,5598.2808988764045
1198,5643.2808988764045
1199,5643.2808988764045
1200,5643.2808988764045
1201,5643.2808988764045
1202,5643.2808988764045
1203,5643.2808988764045
1204,5643.2808988764045
1205,5643.2808988764045
1206,5643.2808988764045
1207,5643.2808988764045
1208,5643.2808988764045
1209,5643.2808988764045
1210,5643.2808988764045
1211,5643.2808988764045
1212,5643.2808988764045
1213,5643.2808988764045
1214,5643.2808988764045
1215,5643.2808988764045
1216,5643.2808988764045
1217,5643.2808988764045
1218,5643.2808988764045
1219,5643.2808988764045
1220,5643.2808988764045
1221,5643.2808988764045
1222,5643.2808988764045
1223,5643.2808988764045
1224,5643.2808988764045
1225,5643.2808988764045
1226,5643.2808988764045
1227,5643.2808988764045
1228,5643.2808988764045
1229,5643.2808988764045
1230,5643.2808988764045
1231,5643.2808988764045
1232,5643.2808988764045
1233,5643.2808988764045
1234,5643.2808988764045
1235,5643.2808988764045
1236,5643.2808988764045
1237,5643.2808988764045
1238,5643.2808988764045
1239,5643.2808988764045
1240,5643.2808988764045
1241,5643.2808988764045
1242,5643.2808988764045
1243,5643.2808988764045
1244,5643.2808988764045
1245,5643.2808988764045
1246,5643.2808988764045
1247,5643.2808988764045
1248,5643.2808988764045
1249,5643.2808988764045
1250,5643.2808988764045
1251,5643.2808988764045
1252,5690.2808988764045
1253,5690.2808988764045
1254,5690.2808988764045
1255,5690.2808988764045
1256,5690.2808988764045
1257,5690.2808988764045
1258,5690.2808988764045
1259,5690.2808988764045
1260,5690.2808988764045
1261,5690.2808988764045
1262,5690.2808988764045
1263,5690.2808988764045
1264,5690.2808988764045
1265,5690.2808988764045
1266,5690.2808988764045
1267,5690.2808988764045
1268,5690.2808988764045
1269,5690.2808988764045
1270,5690.2808988764045
1271,5690.2808988764045
1272,5690.2808988764045
1273,5690.2808988764045
1274,5690.2808988764045
1275,5690.2808988764045
1276,5690.2808988764045
1277,5690.2808988764045
1278,5690.2808988764045
1279,5690.2808988764045
1280,5690.2808988764045
1281,5690.2808988764045
1282,5690.2808988764045
1283,5690.2808988764045
1284,5690.2808988764045
1285,5690.2808988764045
1286,5690.2808988764045
1287,5690.2808988764045
1288,5690.2808988764045
1289,5616.921348314607
1290,5564.921348314607
1291,5564.921348314607
1292,5562.921348314607
1293,5562.921348314607
1294,5562.921348314607
1295,5562.921348314607
1296,5562.921348314607
1297,5562.921348314607
1298,5562.921348314607
1299,5562.921348314607
1300,5562.921348314607
1301,5562.921348314607
1302,5562.921348314607
1303,5584.921348314607
1304,5584.921348314607
1305,5584.921348314607
1306,5584.921348314607
1307,5584.921348314607
1308,5584.921348314607
1309,5584.921348314607
1310,5584.921348314607
1311,5584.921348314607
1312,5584.921348314607
1313,5584.921348314607
1314,5584.921348314607
1315,5584.921348314607
1316,5584.921348314607
1317,5599.921348314607
1318,5599.921348314607
1319,5599.921348314607
1320,5599.921348314607
1321,5599.921348314607
1322,5599.921348314607
1323,5599.921348314607
1324,5599.921348314607
1325,5599.921348314607
1326,5599.921348314607
1327,5599.921348314607
1328,5599.921348314607
1329,5599.921348314607
1330,5599.921348314607
1331,5599.921348314607
1332,5599.921348314607
1333,5599.921348314607
1334,5599.921348314607
1335,5599.921348314607
1336,5599.921348314607
1337,5599.921348314607
1338,5599.921348314607
